Series Name,Series Code,Country Name,Country Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Population ages 10-14, female",SP.POP.1014.FE,Madagascar,MDG,1705449,1745272,1781029,1810896,1836717
"Population ages 10-14, female",SP.POP.1014.FE,Malawi,MWI,1301982,1334601,1360187,1379574,1394495
"Population ages 10-14, female",SP.POP.1014.FE,Malaysia,MYS,1314772,1306838,1307288,1314542,1326033
"Population ages 10-14, female",SP.POP.1014.FE,Maldives,MDV,15162,16067,16952,17612,17926
"Population ages 10-14, female",SP.POP.1014.FE,Mali,MLI,1391396,1440303,1489420,1538498,1585771
"Population ages 10-14, female",SP.POP.1014.FE,Malta,MLT,10359,10576,10815,11333,11881
"Population ages 10-14, female",SP.POP.1014.FE,Marshall Islands,MHL,2650,2519,2417,2369,2320
"Population ages 10-14, female",SP.POP.1014.FE,Mauritania,MRT,281357,290313,299309,308380,317009
"Population ages 10-14, female",SP.POP.1014.FE,Mauritius,MUS,42181,40719,39133,37316,35604
"Population ages 10-14, female",SP.POP.1014.FE,Mexico,MEX,5514952,5512038,5516976,5527404,5537756
"Population ages 10-14, female",SP.POP.1014.FE,"Micronesia, Fed. Sts.",FSM,6047,6012,5958,5932,5908
"Population ages 10-14, female",SP.POP.1014.FE,Middle East & North Africa,MEA,21457632,22088425,22622481,23239829,23832824
"Population ages 10-14, female",SP.POP.1014.FE,Middle East & North Africa (excluding high income),MNA,19328308,19852028,20372998,20889240,21397161
"Population ages 10-14, female",SP.POP.1014.FE,Middle East & North Africa (IDA & IBRD countries),TMN,19056493,19572043,20084255,20592266,21092105
"Population ages 10-14, female",SP.POP.1014.FE,Middle income,MIC,234856410,237356664,239775828,242239149,244286212
"Population ages 10-14, female",SP.POP.1014.FE,Moldova,MDA,81049,82625,83753,83603,82989
"Population ages 10-14, female",SP.POP.1014.FE,Monaco,MCO,698,712,734,759,779
"Population ages 10-14, female",SP.POP.1014.FE,Mongolia,MNG,132818,144651,156073,166081,176525
"Population ages 10-14, female",SP.POP.1014.FE,Montenegro,MNE,18645,19006,19238,19208,19052
"Population ages 10-14, female",SP.POP.1014.FE,Morocco,MAR,1568488,1595090,1617868,1632955,1638545
"Population ages 10-14, female",SP.POP.1014.FE,Mozambique,MOZ,1900646,1974816,2052083,2129107,2199301
"Population ages 10-14, female",SP.POP.1014.FE,Myanmar,MMR,2164957,2153892,2146749,2140357,2135716
"Population ages 10-14, female",SP.POP.1014.FE,Namibia,NAM,139187,144914,151173,156826,161990
"Population ages 10-14, female",SP.POP.1014.FE,Nauru,NRU,616,640,674,708,733
"Population ages 10-14, female",SP.POP.1014.FE,Nepal,NPL,1480133,1466736,1449217,1426252,1405380
"Population ages 10-14, female",SP.POP.1014.FE,Netherlands,NLD,465815,464675,463659,462293,458664
"Population ages 10-14, female",SP.POP.1014.FE,New Caledonia,NCL,10614,10548,10450,10352,10343
"Population ages 10-14, female",SP.POP.1014.FE,New Zealand,NZL,156390,161335,163279,163492,165402
"Population ages 10-14, female",SP.POP.1014.FE,Nicaragua,NIC,323648,325568,327078,328307,329153
"Population ages 10-14, female",SP.POP.1014.FE,Niger,NER,1518106,1573944,1629448,1684206,1738610
"Population ages 10-14, female",SP.POP.1014.FE,Nigeria,NGA,13046399,13398885,13744735,14075833,14376558
"Population ages 10-14, female",SP.POP.1014.FE,North America,NAC,11512941,11582193,11484695,11352333,11215492
"Population ages 10-14, female",SP.POP.1014.FE,North Macedonia,MKD,51831,52045,52347,52901,53539
"Population ages 10-14, female",SP.POP.1014.FE,Northern Mariana Islands,MNP,2050,2020,1979,1921,1853
"Population ages 10-14, female",SP.POP.1014.FE,Norway,NOR,157086,158938,159669,160409,160530
"Population ages 10-14, female",SP.POP.1014.FE,Not classified,INX,..,..,..,..,..
"Population ages 10-14, female",SP.POP.1014.FE,OECD members,OED,40559263,40825631,40840746,40824226,40670296
"Population ages 10-14, female",SP.POP.1014.FE,Oman,OMN,139568,152039,163180,172832,184591
"Population ages 10-14, female",SP.POP.1014.FE,Other small states,OSS,544955,545125,545397,547752,551090
"Population ages 10-14, female",SP.POP.1014.FE,Pacific island small states,PSS,132449,134559,136936,139455,141944
"Population ages 10-14, female",SP.POP.1014.FE,Pakistan,PAK,13106103,13509747,13898217,14215455,14447627
"Population ages 10-14, female",SP.POP.1014.FE,Palau,PLW,593,600,600,592,579
"Population ages 10-14, female",SP.POP.1014.FE,Panama,PAN,178436,179851,181652,183636,185375
"Population ages 10-14, female",SP.POP.1014.FE,Papua New Guinea,PNG,495417,504512,513520,522085,529990
"Population ages 10-14, female",SP.POP.1014.FE,Paraguay,PRY,290891,292680,295114,298631,302725
"Population ages 10-14, female",SP.POP.1014.FE,Peru,PER,1423911,1420351,1413410,1403586,1391364
"Population ages 10-14, female",SP.POP.1014.FE,Philippines,PHL,5617931,5673770,5734769,5785212,5802924
"Population ages 10-14, female",SP.POP.1014.FE,Poland,POL,951107,980417,978018,981914,973768
"Population ages 10-14, female",SP.POP.1014.FE,Portugal,PRT,247010,244851,244488,242975,240241
"Population ages 10-14, female",SP.POP.1014.FE,Post-demographic dividend,PST,29993772,30222064,30193481,30045401,29800133
"Population ages 10-14, female",SP.POP.1014.FE,Pre-demographic dividend,PRE,61097529,62858462,64568925,66191054,67733897
"Population ages 10-14, female",SP.POP.1014.FE,Puerto Rico,PRI,87673,86514,83578,80356,78160
"Population ages 10-14, female",SP.POP.1014.FE,Qatar,QAT,52463,59746,54789,58444,59876
"Population ages 10-14, female",SP.POP.1014.FE,Romania,ROU,530004,532565,528501,522269,515312
"Population ages 10-14, female",SP.POP.1014.FE,Russian Federation,RUS,3806819,3905637,4034571,4191447,4318831
"Population ages 10-14, female",SP.POP.1014.FE,Rwanda,RWA,803311,803369,801301,801812,807945
"Population ages 10-14, female",SP.POP.1014.FE,Samoa,WSM,11413,11727,12105,12602,13039
"Population ages 10-14, female",SP.POP.1014.FE,San Marino,SMR,824,845,872,865,834
"Population ages 10-14, female",SP.POP.1014.FE,Sao Tome and Principe,STP,13933,14033,13983,14004,14165
"Population ages 10-14, female",SP.POP.1014.FE,Saudi Arabia,SAU,1140918,1216143,1202549,1254991,1289467
"Population ages 10-14, female",SP.POP.1014.FE,Senegal,SEN,986781,1010878,1033241,1051745,1065454
"Population ages 10-14, female",SP.POP.1014.FE,Serbia,SRB,168526,166439,164645,160867,160229
"Population ages 10-14, female",SP.POP.1014.FE,Seychelles,SYC,3113,3164,3213,3885,3857
"Population ages 10-14, female",SP.POP.1014.FE,Sierra Leone,SLE,472075,482296,492004,500893,508245
"Population ages 10-14, female",SP.POP.1014.FE,Singapore,SGP,115038,113969,108704,110900,112778
"Population ages 10-14, female",SP.POP.1014.FE,Sint Maarten (Dutch part),SXM,1262,1266,1272,1275,1261
"Population ages 10-14, female",SP.POP.1014.FE,Slovak Republic,SVK,134505,137055,140151,142586,142998
"Population ages 10-14, female",SP.POP.1014.FE,Slovenia,SVN,50087,52384,54403,55539,55819
"Population ages 10-14, female",SP.POP.1014.FE,Small states,SST,803948,806386,808859,813451,818841
"Population ages 10-14, female",SP.POP.1014.FE,Solomon Islands,SLB,40145,41136,42402,43782,45164
"Population ages 10-14, female",SP.POP.1014.FE,Somalia,SOM,1019410,1040217,1060098,1087367,1129289
"Population ages 10-14, female",SP.POP.1014.FE,South Africa,ZAF,2655121,2688049,2694075,2684762,2669348
"Population ages 10-14, female",SP.POP.1014.FE,South Asia,SAS,87279251,87309128,87367703,87351238,87204233
"Population ages 10-14, female",SP.POP.1014.FE,South Asia (IDA & IBRD),TSA,87279251,87309128,87367703,87351238,87204233
"Population ages 10-14, female",SP.POP.1014.FE,South Sudan,SSD,732271,752271,769872,785378,810392
"Population ages 10-14, female",SP.POP.1014.FE,Spain,ESP,1204257,1211859,1208200,1204413,1193619
"Population ages 10-14, female",SP.POP.1014.FE,Sri Lanka,LKA,875872,872973,872449,862301,846220
"Population ages 10-14, female",SP.POP.1014.FE,St. Kitts and Nevis,KNA,1665,1571,1476,1436,1405
"Population ages 10-14, female",SP.POP.1014.FE,St. Lucia,LCA,6057,5982,5842,5684,5543
"Population ages 10-14, female",SP.POP.1014.FE,St. Martin (French part),MAF,1198,1072,1116,1069,1024
"Population ages 10-14, female",SP.POP.1014.FE,St. Vincent and the Grenadines,VCT,3774,3795,3830,3865,3885
"Population ages 10-14, female",SP.POP.1014.FE,Sub-Saharan Africa,SSF,70364640,72164799,73877993,75497809,77013131
"Population ages 10-14, female",SP.POP.1014.FE,Sub-Saharan Africa (excluding high income),SSA,70361527,72161635,73874780,75493924,77009274
"Population ages 10-14, female",SP.POP.1014.FE,Sub-Saharan Africa (IDA & IBRD countries),TSS,70364640,72164799,73877993,75497809,77013131
"Population ages 10-14, female",SP.POP.1014.FE,Sudan,SDN,2800212,2857572,2915105,2967282,2974618
"Population ages 10-14, female",SP.POP.1014.FE,Suriname,SUR,27005,27088,27135,27149,27164
"Population ages 10-14, female",SP.POP.1014.FE,Sweden,SWE,292384,298842,303154,305420,306818
"Population ages 10-14, female",SP.POP.1014.FE,Switzerland,CHE,203408,206822,210436,213516,216892
"Population ages 10-14, female",SP.POP.1014.FE,Syrian Arab Republic,SYR,1343542,1374808,1395166,1400596,1379329
"Population ages 10-14, female",SP.POP.1014.FE,Tajikistan,TJK,475689,498851,525137,549868,574001
"Population ages 10-14, female",SP.POP.1014.FE,Tanzania,TZA,3741363,3814419,3882433,3956803,4050480
"Population ages 10-14, female",SP.POP.1014.FE,Thailand,THA,2083827,2050791,2023902,2003118,1982030
"Population ages 10-14, female",SP.POP.1014.FE,Timor-Leste,TLS,78056,77263,76259,75273,74708
"Population ages 10-14, female",SP.POP.1014.FE,Togo,TGO,504417,522432,538863,552057,562258
"Population ages 10-14, female",SP.POP.1014.FE,Tonga,TON,6034,6026,6066,6119,6197
"Population ages 10-14, female",SP.POP.1014.FE,Trinidad and Tobago,TTO,42473,42826,42846,42648,42474
"Population ages 10-14, female",SP.POP.1014.FE,Tunisia,TUN,429439,443938,459207,473782,489289
"Population ages 10-14, female",SP.POP.1014.FE,Turkiye,TUR,2931970,2997369,3081613,3158642,3197028
"Population ages 10-14, female",SP.POP.1014.FE,Turkmenistan,TKM,264904,282786,304386,326971,347559
"Population ages 10-14, female",SP.POP.1014.FE,Turks and Caicos Islands,TCA,1342,1368,1364,1339,1303
"Population ages 10-14, female",SP.POP.1014.FE,Tuvalu,TUV,485,474,454,448,459
"Population ages 10-14, female",SP.POP.1014.FE,Uganda,UGA,2932204,2999323,3066707,3131650,3193173
"Population ages 10-14, female",SP.POP.1014.FE,Ukraine,UKR,1130747,1170065,1198857,1143418,1070870
"Population ages 10-14, female",SP.POP.1014.FE,United Arab Emirates,ARE,236103,234223,239169,253036,268455
"Population ages 10-14, female",SP.POP.1014.FE,United Kingdom,GBR,1949364,1983011,2000204,2044343,2073338
"Population ages 10-14, female",SP.POP.1014.FE,United States,USA,10512050,10564057,10459091,10314103,10159345
"Population ages 10-14, female",SP.POP.1014.FE,Upper middle income,UMC,91487611,92704034,93826668,95048669,96082425
"Population ages 10-14, female",SP.POP.1014.FE,Uruguay,URY,114975,114266,113539,113108,113175
"Population ages 10-14, female",SP.POP.1014.FE,Uzbekistan,UZB,1358778,1411023,1454274,1483196,1505590
"Population ages 10-14, female",SP.POP.1014.FE,Vanuatu,VUT,15437,16143,16847,17529,18162
"Population ages 10-14, female",SP.POP.1014.FE,"Venezuela, RB",VEN,1377773,1367238,1357022,1348301,1338647
"Population ages 10-14, female",SP.POP.1014.FE,Viet Nam,VNM,3636163,3701522,3771180,3927745,4087518
"Population ages 10-14, female",SP.POP.1014.FE,Virgin Islands (U.S.),VIR,3158,3099,3041,2964,2876
"Population ages 10-14, female",SP.POP.1014.FE,West Bank and Gaza,PSE,271815,279985,288743,296974,305056
"Population ages 10-14, female",SP.POP.1014.FE,World,WLD,315063056,318975287,322405880,325923635,328854130
"Population ages 10-14, female",SP.POP.1014.FE,"Yemen, Rep.",YEM,2057302,2100456,2135605,2173185,2223187
"Population ages 10-14, female",SP.POP.1014.FE,Zambia,ZMB,1210861,1246781,1279223,1308365,1334611
"Population ages 10-14, female",SP.POP.1014.FE,Zimbabwe,ZWE,971552,997927,1032355,1070285,1103701
"Population ages 15-19, female",SP.POP.1519.FE,Africa Western and Central,AFW,24168305,24953525,25764351,26590892,27438489
"Population ages 15-19, female",SP.POP.1519.FE,Afghanistan,AFG,2164291,2217688,2251555,2259482,2282410
"Population ages 15-19, female",SP.POP.1519.FE,Africa Eastern and Southern,AFE,36233778,37245293,38278578,39311244,40325932
"Population ages 15-19, female",SP.POP.1519.FE,Albania,ALB,97965,92523,87219,83055,80052
"Population ages 15-19, female",SP.POP.1519.FE,Algeria,DZA,1433953,1474253,1529792,1604724,1694651
"Population ages 15-19, female",SP.POP.1519.FE,American Samoa,ASM,2336,2395,2399,2348,2305
"Population ages 15-19, female",SP.POP.1519.FE,Andorra,AND,1962,1956,1947,1944,2007
"Population ages 15-19, female",SP.POP.1519.FE,Angola,AGO,1626490,1696188,1769579,1846405,1925231
"Population ages 15-19, female",SP.POP.1519.FE,Antigua and Barbuda,ATG,3314,3239,3156,3122,3145
"Population ages 15-19, female",SP.POP.1519.FE,Arab World,ARB,19658519,20096487,20488171,21040763,21619226
"Population ages 15-19, female",SP.POP.1519.FE,Argentina,ARG,1696776,1694289,1695757,1699244,1710682
"Population ages 15-19, female",SP.POP.1519.FE,Armenia,ARM,81639,83126,84813,87175,90975
"Population ages 15-19, female",SP.POP.1519.FE,Aruba,ABW,3254,3341,3408,3436,3435
"Population ages 15-19, female",SP.POP.1519.FE,Australia,AUS,723990,722489,721603,740654,773377
"Population ages 15-19, female",SP.POP.1519.FE,Austria,AUT,212196,211931,212700,214054,214374
"Population ages 15-19, female",SP.POP.1519.FE,Azerbaijan,AZE,305511,307996,316408,327339,340150
"Population ages 15-19, female",SP.POP.1519.FE,"Bahamas, The",BHS,13947,13828,13804,13911,14082
"Population ages 15-19, female",SP.POP.1519.FE,Bahrain,BHR,38117,39649,40936,40004,41358
"Population ages 15-19, female",SP.POP.1519.FE,Bangladesh,BGD,8709213,8748000,8772030,8731548,8609733
"Population ages 15-19, female",SP.POP.1519.FE,Barbados,BRB,9257,9162,9021,8916,8933
"Population ages 15-19, female",SP.POP.1519.FE,Belarus,BLR,216396,213871,213667,218179,227384
"Population ages 15-19, female",SP.POP.1519.FE,Belgium,BEL,308644,310487,314261,320849,328243
"Population ages 15-19, female",SP.POP.1519.FE,Belize,BLZ,19404,19319,19216,19209,19177
"Population ages 15-19, female",SP.POP.1519.FE,Benin,BEN,652514,671658,692741,715112,736768
"Population ages 15-19, female",SP.POP.1519.FE,Bermuda,BMU,1599,1576,1566,1563,1569
"Population ages 15-19, female",SP.POP.1519.FE,Bhutan,BTN,34983,35016,34745,34162,33348
"Population ages 15-19, female",SP.POP.1519.FE,Bolivia,BOL,559550,561495,565372,570686,575879
"Population ages 15-19, female",SP.POP.1519.FE,Bosnia and Herzegovina,BIH,86180,84088,82143,80709,79753
"Population ages 15-19, female",SP.POP.1519.FE,Botswana,BWA,120761,122823,124304,124226,123091
"Population ages 15-19, female",SP.POP.1519.FE,Brazil,BRA,7868966,7737394,7616905,7500542,7395848
"Population ages 15-19, female",SP.POP.1519.FE,British Virgin Islands,VGB,1119,1129,1147,1186,1256
"Population ages 15-19, female",SP.POP.1519.FE,Brunei Darussalam,BRN,17012,16798,16471,16036,15592
"Population ages 15-19, female",SP.POP.1519.FE,Bulgaria,BGR,152538,152075,153483,152836,153093
"Population ages 15-19, female",SP.POP.1519.FE,Burkina Faso,BFA,1111946,1149434,1190649,1235308,1280611
"Population ages 15-19, female",SP.POP.1519.FE,Burundi,BDI,606142,643575,683035,724062,765899
"Population ages 15-19, female",SP.POP.1519.FE,Cabo Verde,CPV,20965,21029,21588,22303,22767
"Population ages 15-19, female",SP.POP.1519.FE,Cambodia,KHM,725962,739018,756453,772979,788643
"Population ages 15-19, female",SP.POP.1519.FE,Cameroon,CMR,1332815,1377539,1425520,1474672,1523059
"Population ages 15-19, female",SP.POP.1519.FE,Canada,CAN,1030981,1025696,1014032,1031023,1073070
"Population ages 15-19, female",SP.POP.1519.FE,Caribbean small states,CSS,129965,127327,125630,124822,124809
"Population ages 15-19, female",SP.POP.1519.FE,Cayman Islands,CYM,1595,1606,1656,1750,1845
"Population ages 15-19, female",SP.POP.1519.FE,Central African Republic,CAF,305569,311117,315409,318273,322369
"Population ages 15-19, female",SP.POP.1519.FE,Central Europe and the Baltics,CEB,2393126,2388140,2390447,2450550,2526016
"Population ages 15-19, female",SP.POP.1519.FE,Chad,TCD,874426,907796,946807,987554,1041529
"Population ages 15-19, female",SP.POP.1519.FE,Channel Islands,CHI,4147,4082,4078,4153,4234
"Population ages 15-19, female",SP.POP.1519.FE,Chile,CHL,628628,616798,602517,594122,592471
"Population ages 15-19, female",SP.POP.1519.FE,China,CHN,36469477,36255224,36210584,36559731,37182969
"Population ages 15-19, female",SP.POP.1519.FE,Colombia,COL,2075388,2061069,2036013,2007547,1978132
"Population ages 15-19, female",SP.POP.1519.FE,Comoros,COM,40433,40578,40824,41189,41753
"Population ages 15-19, female",SP.POP.1519.FE,"Congo, Dem. Rep.",COD,4836666,4977995,5134057,5307349,5499233
"Population ages 15-19, female",SP.POP.1519.FE,"Congo, Rep.",COG,272246,283611,295397,307307,320636
"Population ages 15-19, female",SP.POP.1519.FE,Costa Rica,CRI,184719,181237,178093,176110,176195
"Population ages 15-19, female",SP.POP.1519.FE,Cote d'Ivoire,CIV,1332580,1379000,1438128,1508025,1580684
"Population ages 15-19, female",SP.POP.1519.FE,Croatia,HRV,94590,93639,93832,94829,97279
"Population ages 15-19, female",SP.POP.1519.FE,Cuba,CUB,331203,320082,307506,295325,286417
"Population ages 15-19, female",SP.POP.1519.FE,Curacao,CUW,4925,4638,4448,4285,4151
"Population ages 15-19, female",SP.POP.1519.FE,Cyprus,CYP,32394,32136,32035,32079,32257
"Population ages 15-19, female",SP.POP.1519.FE,Czechia,CZE,234135,239306,240981,258682,277682
"Population ages 15-19, female",SP.POP.1519.FE,Denmark,DNK,167877,167241,167363,169048,170423
"Population ages 15-19, female",SP.POP.1519.FE,Djibouti,DJI,57100,57821,58109,57990,57557
"Population ages 15-19, female",SP.POP.1519.FE,Dominica,DMA,2407,2312,2231,2192,2200
"Population ages 15-19, female",SP.POP.1519.FE,Dominican Republic,DOM,489564,486764,482077,477320,474935
"Population ages 15-19, female",SP.POP.1519.FE,Early-demographic dividend,EAR,151632984,152368181,152920877,153461977,154056853
"Population ages 15-19, female",SP.POP.1519.FE,East Asia & Pacific,EAS,70593222,70316980,70226220,70707657,71576269
"Population ages 15-19, female",SP.POP.1519.FE,East Asia & Pacific (excluding high income),EAP,64523957,64399986,64487869,65040950,65895246
"Population ages 15-19, female",SP.POP.1519.FE,East Asia & Pacific (IDA & IBRD countries),TEA,63638229,63537501,63647096,64217713,65085258
"Population ages 15-19, female",SP.POP.1519.FE,Ecuador,ECU,774112,773511,770933,769127,769527
"Population ages 15-19, female",SP.POP.1519.FE,"Egypt, Arab Rep.",EGY,4753502,4833825,4921449,5016068,5130411
"Population ages 15-19, female",SP.POP.1519.FE,El Salvador,SLV,306274,293799,283458,276438,272451
"Population ages 15-19, female",SP.POP.1519.FE,Equatorial Guinea,GNQ,68954,72748,76791,81146,85392
"Population ages 15-19, female",SP.POP.1519.FE,Eritrea,ERI,187425,193614,200119,205293,208815
"Population ages 15-19, female",SP.POP.1519.FE,Estonia,EST,30294,31126,32254,34035,35981
"Population ages 15-19, female",SP.POP.1519.FE,Eswatini,SWZ,63081,62914,63202,63783,64351
"Population ages 15-19, female",SP.POP.1519.FE,Ethiopia,ETH,6566586,6722308,6870664,7001034,7116228
"Population ages 15-19, female",SP.POP.1519.FE,Euro area,EMU,8773847,8749637,8740920,8810291,8890923
"Population ages 15-19, female",SP.POP.1519.FE,Europe & Central Asia,ECS,24945143,24988900,25106513,25405061,25790336
"Population ages 15-19, female",SP.POP.1519.FE,Europe & Central Asia (excluding high income),ECA,8135478,8116536,8154115,8195101,8286342
"Population ages 15-19, female",SP.POP.1519.FE,Europe & Central Asia (IDA & IBRD countries),TEC,13179741,13230098,13329375,13474799,13694231
"Population ages 15-19, female",SP.POP.1519.FE,European Union,EUU,11196936,11175560,11173172,11301667,11450148
"Population ages 15-19, female",SP.POP.1519.FE,Faroe Islands,FRO,1740,1753,1776,1834,1874
"Population ages 15-19, female",SP.POP.1519.FE,Fiji,FJI,38668,38992,39554,40184,40769
"Population ages 15-19, female",SP.POP.1519.FE,Finland,FIN,144236,145069,146791,149116,151687
"Population ages 15-19, female",SP.POP.1519.FE,Fragile and conflict affected situations,FCS,49840248,51149578,52464507,53726872,55042796
"Population ages 15-19, female",SP.POP.1519.FE,France,FRA,2012957,2010169,2023058,2040962,2053389
"Population ages 15-19, female",SP.POP.1519.FE,French Polynesia,PYF,11008,10827,10652,10546,10544
"Population ages 15-19, female",SP.POP.1519.FE,Gabon,GAB,102385,104878,107634,110679,114031
"Population ages 15-19, female",SP.POP.1519.FE,"Gambia, The",GMB,130555,133822,137747,142065,146492
"Population ages 15-19, female",SP.POP.1519.FE,Georgia,GEO,98325,98361,98908,101421,105351
"Population ages 15-19, female",SP.POP.1519.FE,Germany,DEU,1913206,1885006,1853021,1848960,1837871
"Population ages 15-19, female",SP.POP.1519.FE,Ghana,GHA,1571389,1607890,1643192,1675455,1706129
"Population ages 15-19, female",SP.POP.1519.FE,Gibraltar,GIB,1026,1075,1103,1135,1186
"Population ages 15-19, female",SP.POP.1519.FE,Greece,GRC,262590,261695,256559,253232,257222
"Population ages 15-19, female",SP.POP.1519.FE,Greenland,GRL,1767,1723,1710,1699,1699
"Population ages 15-19, female",SP.POP.1519.FE,Grenada,GRD,4155,4080,4072,4119,4163
"Population ages 15-19, female",SP.POP.1519.FE,Guam,GUM,5765,5725,5751,5779,5818
"Population ages 15-19, female",SP.POP.1519.FE,Guatemala,GTM,929907,932927,934015,934485,935062
"Population ages 15-19, female",SP.POP.1519.FE,Guinea,GIN,701395,715029,730900,749328,769625
"Population ages 15-19, female",SP.POP.1519.FE,Guinea-Bissau,GNB,104677,107355,110212,113212,116166
"Population ages 15-19, female",SP.POP.1519.FE,Guyana,GUY,37477,36078,35459,35118,35059
"Population ages 15-19, female",SP.POP.1519.FE,Haiti,HTI,566079,566964,568265,571051,574516
"Population ages 15-19, female",SP.POP.1519.FE,Heavily indebted poor countries (HIPC),HPC,44538431,45797988,47089991,48361429,49616024
"Population ages 15-19, female",SP.POP.1519.FE,High income,HIC,37301434,37363343,37266351,37653982,38183779
"Population ages 15-19, female",SP.POP.1519.FE,Honduras,HND,522243,522571,521336,519847,518961
"Population ages 15-19, female",SP.POP.1519.FE,"Hong Kong SAR, China",HKG,141263,136397,133750,134454,140745
"Population ages 15-19, female",SP.POP.1519.FE,Hungary,HUN,236715,236867,238080,238708,239623
"Population ages 15-19, female",SP.POP.1519.FE,IBRD only,IBD,..,..,..,..,..
"Population ages 15-19, female",SP.POP.1519.FE,Iceland,ISL,10936,10945,11100,11542,12065
"Population ages 15-19, female",SP.POP.1519.FE,IDA & IBRD total,IBT,267761656,269814784,271983059,274512949,277469702
"Population ages 15-19, female",SP.POP.1519.FE,IDA blend,IDB,..,..,..,..,..
"Population ages 15-19, female",SP.POP.1519.FE,IDA only,IDX,..,..,..,..,..
"Population ages 15-19, female",SP.POP.1519.FE,IDA total,IDA,..,..,..,..,..
"Population ages 15-19, female",SP.POP.1519.FE,India,IND,62398981,62395896,62098786,61577235,61048752
"Population ages 15-19, female",SP.POP.1519.FE,Indonesia,IDN,10765373,10832346,10948628,11091847,11239923
"Population ages 15-19, female",SP.POP.1519.FE,"Iran, Islamic Rep.",IRN,2772175,2789541,2842228,2926557,3014605
"Population ages 15-19, female",SP.POP.1519.FE,Iraq,IRQ,2087820,2122479,2165161,2217702,2274698
"Population ages 15-19, female",SP.POP.1519.FE,Ireland,IRL,157868,159118,160600,165952,172476
"Population ages 15-19, female",SP.POP.1519.FE,Isle of Man,IMN,2087,2082,2093,2104,2132
"Population ages 15-19, female",SP.POP.1519.FE,Israel,ISR,349706,355865,361463,369221,376995
"Population ages 15-19, female",SP.POP.1519.FE,Italy,ITA,1378906,1376709,1375107,1384041,1394668
"Population ages 15-19, female",SP.POP.1519.FE,Jamaica,JAM,118565,117109,116053,114346,112006
"Population ages 15-19, female",SP.POP.1519.FE,Japan,JPN,2900666,2859962,2809660,2776721,2756528
"Population ages 15-19, female",SP.POP.1519.FE,Jordan,JOR,498813,507970,518627,534401,552045
"Population ages 15-19, female",SP.POP.1519.FE,Kazakhstan,KAZ,607665,624445,651514,691501,736319
"Population ages 15-19, female",SP.POP.1519.FE,Kenya,KEN,2857079,2936420,3014340,3092230,3172146
"Population ages 15-19, female",SP.POP.1519.FE,Kiribati,KIR,5555,5501,5557,5717,5972
"Population ages 15-19, female",SP.POP.1519.FE,"Korea, Dem. People's Rep.",PRK,886755,863509,841812,824310,811102
"Population ages 15-19, female",SP.POP.1519.FE,"Korea, Rep.",KOR,1296467,1219114,1145879,1114659,1116720
"Population ages 15-19, female",SP.POP.1519.FE,Kosovo,XKX,84951,83322,80098,75898,73253
"Population ages 15-19, female",SP.POP.1519.FE,Kuwait,KWT,109866,113365,116261,122790,132673
"Population ages 15-19, female",SP.POP.1519.FE,Kyrgyz Republic,KGZ,257143,262898,268519,275817,285412
"Population ages 15-19, female",SP.POP.1519.FE,Lao PDR,LAO,359025,357059,356380,357681,360278
"Population ages 15-19, female",SP.POP.1519.FE,Late-demographic dividend,LTE,66067437,65815072,65741160,66189978,66970170
"Population ages 15-19, female",SP.POP.1519.FE,Latin America & Caribbean,LCN,26408527,26224740,26050125,25897161,25784371
"Population ages 15-19, female",SP.POP.1519.FE,Latin America & Caribbean (excluding high income),LAC,24017339,23850122,23672805,23504893,23370471
"Population ages 15-19, female",SP.POP.1519.FE,Latin America & the Caribbean (IDA & IBRD countries),TLA,25948068,25774977,25615812,25477818,25375114
"Population ages 15-19, female",SP.POP.1519.FE,Latvia,LVA,43513,43845,44686,46432,48467
"Population ages 15-19, female",SP.POP.1519.FE,Least developed countries: UN classification,LDC,56545253,57836651,59125835,60309884,61397287
"Population ages 15-19, female",SP.POP.1519.FE,Lebanon,LBN,241258,239366,240780,243701,247169
"Population ages 15-19, female",SP.POP.1519.FE,Lesotho,LSO,114558,116082,117272,118078,118982
"Population ages 15-19, female",SP.POP.1519.FE,Liberia,LBR,269321,277875,287553,297914,308074
"Population ages 15-19, female",SP.POP.1519.FE,Libya,LBY,296828,304097,311464,318343,323952
"Population ages 15-19, female",SP.POP.1519.FE,Liechtenstein,LIE,970,962,972,973,964
"Population ages 15-19, female",SP.POP.1519.FE,Lithuania,LTU,65122,62903,62602,65298,68680
"Population ages 15-19, female",SP.POP.1519.FE,Low & middle income,LMY,261910726,263882143,265954854,268338448,271128725
"Population ages 15-19, female",SP.POP.1519.FE,Low income,LIC,35790308,36797543,37781841,38755574,39765218
"Population ages 15-19, female",SP.POP.1519.FE,Lower middle income,LMC,137342316,138531143,139531688,140376600,141231238
"Population ages 15-19, female",SP.POP.1519.FE,Luxembourg,LUX,16100,15991,15945,16236,16652
"Population ages 15-19, female",SP.POP.1519.FE,"Macao SAR, China",MAC,17447,16434,14942,13803,13726
"Population ages 15-19, female",SP.POP.1519.FE,Madagascar,MDG,1531696,1556648,1584398,1615655,1650994
"Population ages 15-19, female",SP.POP.1519.FE,Malawi,MWI,1079211,1121233,1166796,1212946,1256935
